,course,ccm_web_site,social_media,community_event,family_member_or_friend,current_ccm_student,ccm_alumni,high_school_teacher,high_school_counselor,in-app_advertisement,employer,billboard,television,radio,other,program,interest,gender,race,age
200,CMP 128,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Don't recall,Information Technology,,Man,White,19-20
201,CMP 128,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Computer Science,,Man,Choose not to reply,21-24
202,CMP 128,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Computer Science,,Man,African American,19-20
203,CMP 120,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Information Technology,,Man,White,18 and younger
204,CMP 130,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,not enrolled in a degree program (votech infosec),4.0,Man,White,18 and younger
205,CMP 130,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,votech infosec,4.0,Man,White,18 and younger
206,CMP 120,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,Hispanic,18 and younger
207,CMP 120,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,ShareTime CSIP Program,,Woman,White,18 and younger
208,CMP 120,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,ShareTime CSIP Program,,Woman,White,18 and younger
209,CMP 130,No,Don't recall,Don't recall,Yes,No,No,Yes,Yes,No,No,No,No,Don't recall,Don't recall,ShareTime CSIP Program,,Man,Asian,18 and younger
210,CMP 120,Yes,Don't recall,No,Yes,Don't recall,No,No,Yes,No,No,No,No,No,Don't recall,Information Technology,,Woman,White,18 and younger
211,CMP 120,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Information Technology,,Woman,White,18 and younger
212,CMP 120,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Information Technology,,Man,Choose not to reply,18 and younger
213,CMP 120,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,Asian,18 and younger
214,CMP 120,Don't recall,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
215,CMP 120,Yes,Don't recall,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
216,CMP 120,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,ShareTime CSIP Program,,Woman,White,18 and younger
217,CMP 120,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
218,CMP 120,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,ShareTime CSIP Program,,Woman,Multi-Racial,18 and younger
219,CMP 130,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
220,CMP 120,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Computer Science,,Man,Multi-Racial,18 and younger
221,CMP 120,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Information Technology,,Man,Hispanic,18 and younger
222,CMP 120,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,Asian,18 and younger
223,CMP 120,No,No,No,Yes,No,No,Don't recall,Don't recall,No,No,No,No,No,Don't recall,Undecided,3.0,Man,White,18 and younger
224,CMP 120,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Information Technology,,Man,Hispanic,18 and younger
225,CMP 130,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,ShareTime CSIP Program,,Man,Multi-Racial,18 and younger
226,CMP 128,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Business Administration,4.0,Man,White,19-20
227,CMP 130,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Information Technology,,Man,Choose not to reply,19-20
228,CMP 130,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Information Technology,,Man,Hispanic,19-20
229,CMP 130,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Information Technology,,Man,White,19-20
230,CMP 130,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Information Technology,,Man,White,18 and younger
231,CMP 130,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Information Technology,,Prefer not to say,Choose not to reply,25-34
232,CMP 130,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Computer Science,,Man,White,19-20
233,CMP 130,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Information Technology,,Man,Hispanic,19-20
234,CMP 128,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Mechanical engineering and technology,2.0,Man,White,18 and younger
235,CMP 130,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Information Technology,,Man,Hispanic,19-20
236,CMP 130,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Computer Science,,Man,Multi-Racial,19-20
237,CMP 130,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Computer Science,,Man,Multi-Racial,19-20
238,CMP 130,Don't recall,Yes,Don't recall,Yes,Yes,Yes,Yes,Yes,Don't recall,No,No,No,No,Don't recall,Computer Science,,Man,White,19-20
239,CMP 130,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Information Technology,,Man,White,18 and younger
240,CMP 130,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Information Technology,,Man,White,35-64
241,CMP 131,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,Computer Science,,Man,White,18 and younger
242,CMP 131,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Computer Science,,Woman,White,18 and younger
243,CMP 130,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Information Technology,,Man,White,35-64
244,CMP 128,No,No,No,Don't recall,Don't recall,Don't recall,Yes,Don't recall,No,No,No,No,No,Don't recall,Computer Science,,Man,White,18 and younger
